"","Text","Data","screenName","retweetCount"
"16080","@mic: For the first time ~ever~ a single acting category features three black nominees https://t.co/eHnUvQv https://t.co/frpwwguk","2017-01-26 22:29:54","emelineEdwards",35
"16081","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-26 22:29:52","kamyiar",3839
"16082","@Screendaily: Iranian actress @t_alidoosti to boycott Oscars over Trump visa ban https://t.co/sjEeJrUFnr https://t.co/iaPptzTfv","2017-01-26 22:29:32","alisonaher",12
"16083","This Iranian Actor Is Boycotting The Oscars Over Trump's Potential Visa Ban For Muslim Countries

“Trump’s visa ba… https://t.co/BQqVHPW","2017-01-26 22:29:32","Dani3Rojo",0
"16084","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:29:24","unartig",189
"16085","Illegals start deporting themselves,State Department starts to self drain &amp; Libs are BOYCOTTING Oscars like us!
https://t.co/YWyikQXIg","2017-01-26 22:29:23","6HarleenQuinzel",1
"16086","https://t.co/zKejnHG","2017-01-26 22:29:22","SeetheHorizon",0
"16087","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:29:19","PuntoQuique",189
"16088","@trumpfan: Didn't you get the Affirmative Action memo? This is the Black Oscars again! No Whites allowed! #WhiteGenocide<ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+> https:/…","2017-01-26 22:29:16","greeneyes0084",19
"16089","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:29:14","compostela68",189
"16090","THE <ed><U+A><U+BD><ed><U+B><U+F> OSCARS <ed><U+A><U+BD><ed><U+B><U+F> HAVE <ed><U+A><U+BD><ed><U+B><U+F> COMPLETELY <ed><U+A><U+BD><ed><U+B><U+F> SNUBBED <ed><U+A><U+BD><ed><U+B><U+F> THIS <ed><U+A><U+BD><ed><U+B><U+F> CINEMATIC <ed><U+A><U+BD><ed><U+B><U+F> MASTERPIECE <ed><U+A><U+BD><ed><U+B><U+F>
#JusticeForJarJar https://t.co/BaHXdtqVxX","2017-01-26 22:29:10","MettamingEX",0
"16091","Iranian Actress Boycotts Oscars to Protest Trump https://t.co/VaeQumxUP","2017-01-26 22:29:08","xeniavanza",0
"16092","https://t.co/UMzrBYKO","2017-01-26 22:29:05","serradoroncador",0
"16093","ODDS are always against the NORM #Oscars","2017-01-26 22:29:03","SantiagoMalave",0
"16094","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-26 22:28:59","tmts1212",3839
"16095","Top story: Taraneh Alidoosti boycotting Oscars over Trump visa banIran News … https://t.co/pzcgmWtc, see more https://t.co/uomLGxLQfy","2017-01-26 22:28:55","EdnaColicigno",0
"16096","Cancelling the Oscars all together would prolly reach more people than regular press coverage of current issues. https://t.co/ksXQRlrU","2017-01-26 22:28:54","FSDominguez",0
"16097","@etnow: Black actors have been nominated in every acting category for the first time in #Oscars history. https://t.co/StatFzuZQk https:/…","2017-01-26 22:28:53","Katy4_ever",7241
"16098","Emma Stone's Battle With Shyness, Panic Attacks and Phobias on the Way to the Oscars - Hollywood Reporter https://t.co/LHqUjEbHl","2017-01-26 22:28:48","googleAlert1",0
"16099","@EW: Jake Gyllenhaal thinks Ryan Reynolds was snubbed by the #Oscars. https://t.co/LLKMDfh","2017-01-26 22:28:47","nikonamerica",90
"16100","@THR: From reality show contestant to Oscar nominee: A look back at Emma Stone's first gig https://t.co/HCFFcNL https://t.co/UuZXsx…","2017-01-26 22:28:45","izabela_cabral",35
"16101","Emma Stone's Battle With Shyness, Panic Attacks and Phobias on the Way to the Oscars - Hollywood Reporter… https://t.co/fZjVHZIMqR","2017-01-26 22:28:45","TheHustleEmpire",0
"16102","@Walmart: One Walmart receipt +Hollywood directors = An exciting #Oscars night. https://t.co/KqZRqtRu","2017-01-26 22:28:43","DoLifeWithTJ",8
"16103","@NBCNewYork: An Iranian actress says she will not attend the Academy Awards in protest of President Trump https://t.co/zaIyVljOd https:…","2017-01-26 22:28:41","pajoooh",78
"16104","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:28:38","anahitaf",189
"16105","@THR: #Oscars: Walmart enlists Antoine Fuqua, Seth Rogen for new ads under Academy partnership deal https://t.co/WPkEBBRV https://t.co…","2017-01-26 22:28:38","DoLifeWithTJ",23
"16106","@etnow: Black actors have been nominated in every acting category for the first time in #Oscars history. https://t.co/StatFzuZQk https:/…","2017-01-26 22:28:33","THEChazChase",7241
"16107","just saw mins of la la land, ""its boring"" sorry can't help it.#oscars nomination really!","2017-01-26 22:28:32","bimboeee",0
"16108","@THR: From reality show contestant to Oscar nominee: A look back at Emma Stone's first gig https://t.co/HCFFcNL https://t.co/UuZXsx…","2017-01-26 22:28:30","Alex_Rojano",35
"16109","Everyone this is a great day for @GazGShore he released there is fake people in the world that should have Oscars<ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+>… https://t.co/IhLsvgRzk","2017-01-26 22:28:25","kelliereynoldsx",0
"16110","@THR: From reality show contestant to Oscar nominee: A look back at Emma Stone's first gig https://t.co/HCFFcNL https://t.co/UuZXsx…","2017-01-26 22:28:25","Horustoo",35
"16111","Star of Iranian Film Says She Will Boycott Oscars Over Trump’s Visa Ban https://t.co/ttzcMryN","2017-01-26 22:28:23","reginaperes157",0
"16112","@povdocs: The A-list documentary contenders for the#Oscars. https://t.co/xiIqQlXc @DocSoupMan","2017-01-26 22:28:20","Medill_Doc",7
"16113","@etnow: Black actors have been nominated in every acting category for the first time in #Oscars history. https://t.co/StatFzuZQk https:/…","2017-01-26 22:28:20","my_3_daughters",7241
"16114","@IndieWire: Denmark has won three Oscars for Best Foreign Language Film. #LandOfMine could make it four: https://t.co/vblCvFKiX https:/…","2017-01-26 22:28:19","BreakingGlassPx",7
"16115","@funnyordie: One of the awards you won't see awarded at the Oscars will be for Best Handjob, which had many contenders this year. https:…","2017-01-26 22:28:15","PapaCrash",120
"16116","@NBCNewYork: An Iranian actress says she will not attend the Academy Awards in protest of President Trump https://t.co/zaIyVljOd https:…","2017-01-26 22:28:07","Ebi_Taban",78
"16117","OSCARSLOS NOMINADOS: https://t.co/xiuvsqct via @YouTube","2017-01-26 22:28:06","FilmsCapture",0
"16118","@EW: Jake Gyllenhaal thinks Ryan Reynolds was snubbed by the #Oscars. https://t.co/LLKMDfh","2017-01-26 22:28:04","JAscariat",90
"16119","@THR: From reality show contestant to Oscar nominee: A look back at Emma Stone's first gig https://t.co/HCFFcNL https://t.co/UuZXsx…","2017-01-26 22:28:03","Gottwurfltnicht",35
"16120","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-26 22:28:03","hadihei",3839
"16121","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:28:01","gatesgg",189
"16122","@Variety: Oscars: ‘La La Land’ Sets Its Sights On the Record for Most Wins https://t.co/tQdYmJvrw","2017-01-26 22:28:00","Vincent__Moreno",36
"16123","I don't really care about the Oscars, but if I did... https://t.co/TgdsIS","2017-01-26 22:27:54","JRindskopf",0
"16124","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:27:51","Ledermand",189
"16125","@IngrahamAngle: GOOD NEWS KEEPS ROLLING IN: Iranian Film Actress Will Boycott Oscars Over Trump’s Visa Banhttps://t.co/DytqLXRw","2017-01-26 22:27:49","SkippyManuel",1393
"16126","@THR: Emma Stone: ""Before any interview, I have to sit with myself forminutes and breathe ... I get so nervous"" https://t.co/JgGPPmn…","2017-01-26 22:27:47","deyell88",25
"16127","@TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/CUNOtGap","2017-01-26 22:27:42","artyomshi9u",3290508
"16128","@NBCNewYork: An Iranian actress says she will not attend the Academy Awards in protest of President Trump https://t.co/zaIyVljOd https:…","2017-01-26 22:27:40","Baharakkkk",78
"16129","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-26 22:27:39","Pantheak",3839
"16130","@RealMaatilda: Oh sweetheart...
it's only a boycott if anyone knows who you are, or your absence is noticed

#GoTrump

https://t.co/HwbI…","2017-01-26 22:27:37","andyjlock",8
"16131","@IngrahamAngle: GOOD NEWS KEEPS ROLLING IN: Iranian Film Actress Will Boycott Oscars Over Trump’s Visa Banhttps://t.co/DytqLXRw","2017-01-26 22:27:37","Toledoteaparty",1393
"16132","From reality show contestant to Oscar nominee: A look back at Emma Stone's first gig https://t.co/HCFFcNL https://t.co/UuZXsxh","2017-01-26 22:27:34","THR",35
"16133","@Variety: #Oscar nominee Ruth Negga speaks out about diversity in Hollywood https://t.co/VLynamAd https://t.co/JVkUXnXbc","2017-01-26 22:27:33","fallenaffleck",36
"16134","Iranian-born actress to boycott Oscars over Trump – Fox News https://t.co/NYYUYKtE #PopCulture","2017-01-26 22:27:32","zennie62",5
"16135","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-26 22:27:28","trikilimper",3839
"16136","Oscars get it mostly right with diverse lineup of nominees » » »»https://t.co/QPOOOviOj https://t.co/BCxMFRWhz","2017-01-26 22:27:26","WhatsTreding",0
"16137","@streetbear: @IngrahamAngle @tteegar @nytimes I'm upset that folks are boycotting the Oscars. Said NO ONE EVER. <ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+>","2017-01-26 22:27:20","Lucca3644",7
"16138","One Of Iran's Biggest Stars Is Boycotting The Oscars Over Trump's Visa Ban https://t.co/ZJydZXlzi","2017-01-26 22:27:19","Tamaraciocci",0
"16139","no nomination for kimi no nawa for the oscars? why oh why?? <ed><U+A><U+BD><ed><U+B><U+B><ed><U+A><U+BD><ed><U+B><U+B><ed><U+A><U+BD><ed><U+B><U+B> https://t.co/TOAatJmH","2017-01-26 22:27:18","trebre13",0
"16140","Help our friends at BEE Natural Beauty go to the Oscars! https://t.co/ESOvGAf https://t.co/IrQRWOgIM","2017-01-26 22:27:17","DivaGirlFitness",0
"16141","@ThatGirlCarly: Such a beauty! anna Kendrick has arrived #oscars http://t.co/amBIGzZ","2017-01-26 22:27:11","FollowHotTrends",4
"16142","@soy_baron: #OscarNoms Te traemos la lista completa con los nominados para #TheOscars 
MÁS: https://t.co/krcRmgn 
#FelizMartes ht…","2017-01-26 22:27:10","MarcosRomero___",1
"16143","@EW: Jake Gyllenhaal thinks Ryan Reynolds was snubbed by the #Oscars. https://t.co/LLKMDfh","2017-01-26 22:27:10","flightlessnerd",90
"16144","@Variety: Why Amy Adams deserved #Oscars attention for #Arrival https://t.co/ZELxNP https://t.co/qMBzEfJZN","2017-01-26 22:27:09","ArteCineFoto",310
"16145","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:27:03","iristuliprose",189
"16146","@ALAW: Calling All Deplorables To BOYCOTT The th Academy Awards Sunday, Feb, th, .

#Deplorables
#AcademyAwards https://t.co/p…","2017-01-26 22:27:00","DeplorableVik",2961
"16147","Emma Stone's Battle With Shyness, Panic Attacks and Phobias on the Way to the Oscars https://t.co/ruLNpnJ vía @thr","2017-01-26 22:26:58","Loli17",0
"16148","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:26:51","luposelvatico",189
"16149","@IFLMnewsfeed: #OnThisDay 

Sam Goldwyn buys rights to

The Wizard of Oz!

<ed><U+A><U+BC><ed><U+BE><U+AD><ed><U+A><U+BC><ed><U+BE><U+A><ed><U+A><U+BD><ed><U+B><U+BD><ed><U+A><U+BC><ed><U+BE><U+AD><ed><U+A><U+BC><ed><U+BE><U+A><ed><U+A><U+BD><ed><U+B><U+BD><ed><U+A><U+BC><ed><U+BE><U+AD><ed><U+A><U+BC><ed><U+BE><U+A><ed><U+A><U+BD><ed><U+B><U+BD><ed><U+A><U+BC><ed><U+BE><U+AD><ed><U+A><U+BC><ed><U+BE><U+A><ed><U+A><U+BD><ed><U+B><U+BD><ed><U+A><U+BC><ed><U+BE><U+AD>

#AcademyAwards #Actor #Film #ActorsLife ht…","2017-01-26 22:26:50","KamayanJJ",25
"16150","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-26 22:26:50","farbod95",3839
"16151","@selenagomez: SO excited! Tom is going to bring this to life in a unbelievable way <ed><U+A><U+BD><ed><U+B><U+C><ed><U+A><U+BC><ed><U+BF><U+BC> good luck at the oscars! #SpotlightMovie https://t…","2017-01-26 22:26:50","CelebsCrossroad",15684
"16152","@THR: Judd Apatow suggested Emma Stone dye her naturally blond hair to its trademark ruby hue https://t.co/FdDVoZSl https://t.co/Hmol…","2017-01-26 22:26:34","emmastonecom",23
"16153","@washingtonpost: This Iranian star is snubbing the Oscars to protest Trump’s ""racist"" policies https://t.co/xBSlspLPCw","2017-01-26 22:26:21","KESIGAN10",289
"16154","Emma Stone's Battle With Shyness, Panic Attacks and Phobias on the Way to theOscars
https://t.co/WUGXrI
#actor…","2017-01-26 22:26:18","OneInchPunchInc",0
"16155","@IngrahamAngle: GOOD NEWS KEEPS ROLLING IN: Iranian Film Actress Will Boycott Oscars Over Trump’s Visa Banhttps://t.co/DytqLXRw","2017-01-26 22:26:17","francis_kfnx",1393
"16156","#Role: Lynn Sear
#Movie: The Sixth Sense ()
#Actress: Toni Collette
#TheSixthSense #ToniCollette #Oscars","2017-01-26 22:26:16","hlhnwhel3xcohjc",0
"16157","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-26 22:26:13","negarinj",3839
"16158","@nytimesarts: The reason why an Iranian actress is boycotting the Oscars? President Trump's visa ban https://t.co/FsniBaaL https://t.c…","2017-01-26 22:26:11","Arsht4t",48
"16159","Taraneh Alidoosti boycotting Oscars over Trump visa ban - https://t.co/rOibufVkG https://t.co/oLHJmV","2017-01-26 22:26:04","IranPlaza",0
"16160","@THR: Emma Stone's Ryan Gosling impression <ed><U+A><U+BD><ed><U+B><U+> https://t.co/ApEWFihuze https://t.co/nxmqSZnH","2017-01-26 22:26:00","socialbutera",198
"16161","@IngrahamAngle: GOOD NEWS KEEPS ROLLING IN: Iranian Film Actress Will Boycott Oscars Over Trump’s Visa Banhttps://t.co/DytqLXRw","2017-01-26 22:25:59","rripror",1393
"16162","Deadpool didn't get nominated in the oscars so it's not really too credible to me","2017-01-26 22:25:58","GroovyTi",0
"16163","@ALAW: Calling All Deplorables To BOYCOTT The th Academy Awards Sunday, Feb, th, .

#Deplorables
#AcademyAwards https://t.co/p…","2017-01-26 22:25:56","drandlsleon3",2961
"16164","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-26 22:25:55","beautybyrudy",3839
"16165","@nytimesarts: The reason why an Iranian actress is boycotting the Oscars? President Trump's visa ban https://t.co/FsniBaaL https://t.c…","2017-01-26 22:25:43","parsaim",48
"16166","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-26 22:25:43","pyotrgersme",3839
"16167","@THR: Emma Stone's Ryan Gosling impression <ed><U+A><U+BD><ed><U+B><U+> https://t.co/ApEWFihuze https://t.co/nxmqSZnH","2017-01-26 22:25:40","emmastonecom",198
"16168","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:25:40","CloudMaroc",189
"16169","@THR: Emma Stone's Ryan Gosling impression <ed><U+A><U+BD><ed><U+B><U+> https://t.co/ApEWFihuze https://t.co/nxmqSZnH","2017-01-26 22:25:38","DeAdele",198
"16170","""I'm boycotting the liberal Hollywood agenda by refusing to watch the Oscars,"" said my third cousin who has never watched the Oscars.","2017-01-26 22:25:36","jlsmit",0
"16171","Oscars: ‘La La Land’ Sets Its Sights On the Record for Most Wins https://t.co/CZsIVtkoWE by #Variety via @cnvey","2017-01-26 22:25:33","uchedreams",0
"16172","@AJENews: Iranian actress Taraneh Alidoosti boycotting Oscars over Trump visa ban https://t.co/UmGsxbkXn https://t.co/IBTmRDcNh","2017-01-26 22:25:33","ssarwoji",208
"16173","@sedwardskc: On @OnPointRadio tomorrow! Talking Oscars. Excited...
#Oscars #TheAAFCA #FoxKC","2017-01-26 22:25:30","tomashbrooknpr",1
"16174","This Iranian Actor Is Boycotting The Oscars Over Trump's Potential Visa Ban For Muslim Cou… https://t.co/qfnZlsR https://t.co/KheUjXJZ","2017-01-26 22:25:27","popcornUK",0
"16175","@penguinusa: Read the powerful and stunning play before seeing the movie! <ed><U+A><U+BD><ed><U+B><U+> #FencesMovie is nominated for#Oscars! https://t.co/PdHlV…","2017-01-26 22:25:26","deadblurryface",17
"16176","@TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/CUNOtGap","2017-01-26 22:25:26","hestiathepanda",3290508
"16177","@nytimesarts: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/CtACswmW https://t.co/nuCbteMW…","2017-01-26 22:25:21","NafiseGoli",122
"16178","@dennisflopp: I just realized the Oscars nominated the people who tattooed ""Joker"" on the Joker","2017-01-26 22:25:19","takilah805",3
"16179","@funnyordie: One of the awards you won't see awarded at the Oscars will be for Best Handjob, which had many contenders this year. https:…","2017-01-26 22:25:18","claraknackclara",120
"16180","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-26 22:25:17","behruzaan",3839
"16181","@etnow: Black actors have been nominated in every acting category for the first time in #Oscars history. https://t.co/StatFzuZQk https:/…","2017-01-26 22:25:16","TaeeMonee",7241
"16182","@blackvoices: This black woman produced a film that is nominated for six Oscars https://t.co/cxOgAOS https://t.co/PumaaN","2017-01-26 22:25:12","deborahm657",534
"16183","Iranian actress to shun Oscars in protest of Trump immigrant ban #iraq https://t.co/HlpUREN https://t.co/ZGedBjFH","2017-01-26 22:25:12","iraqhappenings",0
"16184","You know someone's getting fired for this - from @NewscomauHQ : https://t.co/QVzjVvaV","2017-01-26 22:25:11","BloggerAu",0
"16185","Gender equality is a concern when it comes to Oscar nominations https://t.co/OhdhAPPPXH #genderequality #womeninfilm #Oscars #OscarNoms","2017-01-26 22:25:11","WLASocial",0
"16186","Oscars will resemble the outside world much more vibrantly. #oscarssoblack@fmrussell #commcsuf

https://t.co/xaChpPsD","2017-01-26 22:25:07","tyrahmajors",0
"16187","@nytimesarts: The reason why an Iranian actress is boycotting the Oscars? President Trump's visa ban https://t.co/FsniBaaL https://t.c…","2017-01-26 22:25:07","Technifista",48
"16188","@nytimesarts: The reason why an Iranian actress is boycotting the Oscars? President Trump's visa ban https://t.co/FsniBaaL https://t.c…","2017-01-26 22:24:55","ali_khosravi",48
"16189","@TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/CUNOtGap","2017-01-26 22:24:55","1Syanise",3290508
"16190","@ava: Why no women directors, @Walmart @BFFfestival @TheAcademy? #JustWondering https://t.co/RwJgMPJp","2017-01-26 22:24:52","lor_knibbs",237
"16191","@ava: Why no women directors, @Walmart @BFFfestival @TheAcademy? #JustWondering https://t.co/RwJgMPJp","2017-01-26 22:24:50","ConstantH3adche",237
"16192","#Jackie is the only film with more than two nominations not to be up for Best Picture at this year's #Oscars.

That's kinda interesting!","2017-01-26 22:24:50","ryannn_13",0
"16193","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:24:47","kmhewittmrs",189
"16194","@ShitAccountTour Tactical mistake.You don't open a Meryl Streep movie two weeks after the Oscars.","2017-01-26 22:24:41","TadKosciuszko",0
"16195","Constance Wu Criticizes Oscars: ""I'm A Woman &amp; Human First"" https://t.co/owTrHYGF via @refinery","2017-01-26 22:24:35","SportsSexSneaks",0
"16196","@DemzWorldWide: Imagine havingOscars nominations with a song afteryrs.Your fav will never #Lovatics #BestFanArmy #iHeartAwards
htt…","2017-01-26 22:24:32","goldjess1",196
"16197","@TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/CUNOtGap","2017-01-26 22:24:31","KendallNKardash",3290508
"16198","Remise d'#Oscars et des récompenses dans une ambiance de folie ! Merci à nos équipes du sud-est venues partager cet… https://t.co/UgJwkghw","2017-01-26 22:24:28","ScalianGroup",1
"16199","@tancredipalmeri: For sure, La La Land will get at leastOscars. That is the minimum, I guarantee. But it could get till","2017-01-26 22:24:27","jheristinz",2
"16200","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:24:27","Joni062202",189
"16201","@IngrahamAngle: GOOD NEWS KEEPS ROLLING IN: Iranian Film Actress Will Boycott Oscars Over Trump’s Visa Banhttps://t.co/DytqLXRw","2017-01-26 22:24:24","carrenopablo",1393
"16202","@HiddenFigures: Congratulations to @OctaviaSpencer on her Best Supporting Actress #Oscars nomination for her role in #HiddenFigures<ed><U+A><U+BD><ed><U+BA><U+>! ht…","2017-01-26 22:24:22","chaboudo_",759
"16203","@ABFilmReview: Ep : #SingStreet #TheManWhoKnewInfinity #SunsetSong #BlueJay #JamesWhite #NastyBaby #Oscars #January all here: https:…","2017-01-26 22:24:15","Berealisation",10
"16204","@ABC: Iranian star of best foreign language film nominee to boycott Oscars over Pres. Trump's immigration stance. https://t.co/jYUprGhd…","2017-01-26 22:24:14","WEARDanielg",176
"16205","@RealMaatilda: Oh sweetheart...
it's only a boycott if anyone knows who you are, or your absence is noticed

#GoTrump

https://t.co/HwbI…","2017-01-26 22:24:13","V5M1000",8
"16206","Emma Stone's Battle With Shyness, Panic Attacks and Phobias on the Way to the Oscars - Hollywood Reporter… https://t.co/pnVxkIp","2017-01-26 22:24:12","joycetube360",0
"16207","Emma Stone's Battle With Shyness, Panic Attacks and Phobias on the Way to the Oscars - Hollywood Reporter… https://t.co/zqmzptEB","2017-01-26 22:24:11","US_NewsXP",0
"16208","@NegarMortazavi: Iranian film Salesman is nominated for #AcademyAwards as best foreign film. Director Asghar Farhadi won an Oscar in …","2017-01-26 22:24:10","mo_njele",160
"16209","@rashadrobinson: #Diversity on screen matters &amp; we still have a ways to go. Shout out to @Variety on a great piece - https://t.co/jALnM…","2017-01-26 22:24:08","momagarry",1
"16210","@ABC I boycott the Oscars every year; I've always found more interesting things to do, like trim my toenails.","2017-01-26 22:23:59","MrBrooks912",0
"16211","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:23:57","nwjhlibrary",189
"16212","@JamesCullenB: Nocturnal Animals deserved WAY more love at the oscars. Such a shame.","2017-01-26 22:23:54","BleakSolo",6
"16213","@ALAW: Calling All Deplorables To BOYCOTT The th Academy Awards Sunday, Feb, th, .

#Deplorables
#AcademyAwards https://t.co/p…","2017-01-26 22:23:52","smp0711",2961
"16214","@videofest: The Oscars rarely celebrate women filmmakers. Sundance is trying to change that. https://t.co/Qlmwhonh","2017-01-26 22:23:52","pr0prepper",19
"16215","Great, we don't need any more actors. Oscars are a joke!! https://t.co/WVuXCrMH","2017-01-26 22:23:51","RextannRex",0
"16216","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/zwcfktlFbv","2017-01-26 22:23:51","scottcamrncarey",189
"16217","Playback: Oscar Nominee Ruth Negga on ‘Loving’ and Diversity in Hollywood https://t.co/DyWwkyy via @variety","2017-01-26 22:23:45","richardweiner",0
"16218","@nytimesarts: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/CtACswmW https://t.co/nuCbteMW…","2017-01-26 22:23:44","NiMaa62",122
"16219","@defendernetwork: This Black woman produced a film that is nominated forOscars https://t.co/XjcaMDC https://t.co/ouCBSL","2017-01-26 22:23:42","MostaPi",256
"16220","@ava: Why no women directors, @Walmart @BFFfestival @TheAcademy? #JustWondering https://t.co/RwJgMPJp","2017-01-26 22:23:41","kcanimator",237
"16221","@blackvoices: This black woman produced a film that is nominated for six Oscars https://t.co/cxOgAOS https://t.co/PumaaN","2017-01-26 22:23:38","SistersSucceed",534
"16222","Star of Iranian Film Says She Will Boycott Oscars Over Trump’s Visa Ban https://t.co/gyXZc","2017-01-26 22:23:37","DrMcKuKu",0
"16223","@etnow: Black actors have been nominated in every acting category for the first time in #Oscars history. https://t.co/StatFzuZQk https:/…","2017-01-26 22:23:34","ashton_lenay",7241
"16224","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-26 22:23:25","theundo",3839
"16225","@IngrahamAngle @nytimes Good... Oscars just a political platform for Liberals.","2017-01-26 22:23:22","chris44641",0
"16226","@THR: Emma Stone's Ryan Gosling impression <ed><U+A><U+BD><ed><U+B><U+> https://t.co/ApEWFihuze https://t.co/nxmqSZnH","2017-01-26 22:23:20","sheslytherin",198
"16227","@FromPageScreen: Im looking forward to chatting #Oscars past and present on Monday with @shaun_obanion#podcast","2017-01-26 22:23:18","FromPage2Screen",2
"16228","Iranian actress boycotts Oscars to protest Trump https://t.co/cBOFebpNIf Guess it sucks to be Iranian right now. Iran=Terrorists","2017-01-26 22:23:17","fyvonnelovelace",0
"16229","For sure, La La Land will get at leastOscars. That is the minimum, I guarantee. But it could get till","2017-01-26 22:23:16","tancredipalmeri",2
"16230","So, Hidden Figures was nominated for theOscars, even though it technically came out in ? Too funny.","2017-01-26 22:23:15","RyDPom",0
"16231","@CBSMiami Don't really care about an Iranian actress boycotting the Oscars. It would be nice if they returned our $. B Obama gave them.","2017-01-26 22:23:12","Vinny19933",0
"16232","@THR: #Oscars nom Denzel Washington: ""People talk about the difficulty of making a movie. I'm like send your son to Iraq, that's difficu…","2017-01-26 22:23:11","lushrabbi",626
"16233","@EW: Jake Gyllenhaal thinks Ryan Reynolds was snubbed by the #Oscars. https://t.co/LLKMDfh","2017-01-26 22:23:10","zouniere",90
"16234","@etnow: Black actors have been nominated in every acting category for the first time in #Oscars history. https://t.co/StatFzuZQk https:/…","2017-01-26 22:23:08","erikavaldez10",7241
"16235","@Roh_Yakobi: Iranian actress, @t_alidoosti, will boycott Oscars in protest to Trump’s visa ban for her country. https://t.co/aJuIuqwaG","2017-01-26 22:23:05","psychoneutral",1
"16236","just a warning, it's going to make me dislike La La Land even more when it sweeps the Oscars","2017-01-26 22:23:04","goldblum_girl44",0
"16237","@ava: Why no women directors, @Walmart @BFFfestival @TheAcademy? #JustWondering https://t.co/RwJgMPJp","2017-01-26 22:23:02","JackiZehner",237
"16238","@washingtonpost: This Iranian star is snubbing the Oscars to protest Trump’s ""racist"" policies https://t.co/xBSlspLPCw","2017-01-26 22:22:56","Segolo_",289
